superkingdom	assembly_level	genome_size
Bacteria	Complete Genome	2.699821472
Bacteria	Complete Genome	2.701104164
Bacteria	Complete Genome	2.70145607
Bacteria	Complete Genome	2.701694489
Bacteria	Complete Genome	2.701974869
Bacteria	Complete Genome	2.70369339
Bacteria	Complete Genome	2.704318047
Bacteria	Complete Genome	2.704349518
Bacteria	Complete Genome	2.704819679
Bacteria	Complete Genome	2.706183434
Bacteria	Complete Genome	2.707270622
Bacteria	Complete Genome	2.709668159
Bacteria	Complete Genome	2.711017609
Bacteria	Complete Genome	2.712373734
Bacteria	Complete Genome	2.71347332
Bacteria	Complete Genome	2.713843346
Bacteria	Complete Genome	2.714960098
Bacteria	Complete Genome	2.715405464
Bacteria	Complete Genome	2.71585083
Bacteria	Complete Genome	2.717335701
Bacteria	Complete Genome	2.717381477
Bacteria	Complete Genome	2.719042778
Bacteria	Complete Genome	2.721144676
Bacteria	Complete Genome	2.722267151
Bacteria	Complete Genome	2.722371101
Bacteria	Complete Genome	2.722732544
Bacteria	Complete Genome	2.723008156
Bacteria	Complete Genome	2.723690987
Archaea	Complete Genome	2.723863602
Bacteria	Complete Genome	2.727423668
Bacteria	Complete Genome	2.729769707
Bacteria	Complete Genome	2.73128891
Bacteria	Complete Genome	2.732204437
Bacteria	Complete Genome	2.732589722
Bacteria	Complete Genome	2.732920647
Bacteria	Complete Genome	2.733208656
Bacteria	Complete Genome	2.733314514
Bacteria	Complete Genome	2.734014511
Bacteria	Complete Genome	2.734191895
Bacteria	Complete Genome	2.73533535
Bacteria	Complete Genome	2.735866547
Bacteria	Complete Genome	2.736196518
Archaea	Complete Genome	2.736438751
Bacteria	Complete Genome	2.737121582
Bacteria	Complete Genome	2.737855911
Bacteria	Complete Genome	2.738227844
Bacteria	Complete Genome	2.738228798
Archaea	Complete Genome	2.738959312
Bacteria	Complete Genome	2.741048813
Bacteria	Complete Genome	2.741686821
Bacteria	Complete Genome	2.744941711
Bacteria	Complete Genome	2.745450974
Archaea	Complete Genome	2.745532036
Bacteria	Complete Genome	2.745620728
Bacteria	Complete Genome	2.746013641
Bacteria	Complete Genome	2.746110916
Bacteria	Complete Genome	2.746890068
Bacteria	Complete Genome	2.747677803
Bacteria	Complete Genome	2.754005432
Bacteria	Complete Genome	2.755558014
Bacteria	Complete Genome	2.75630188
Bacteria	Complete Genome	2.756995201
Archaea	Complete Genome	2.761025429
Bacteria	Complete Genome	2.763045311
Bacteria	Complete Genome	2.763961792
Bacteria	Complete Genome	2.764110565
Bacteria	Complete Genome	2.766170502
Bacteria	Complete Genome	2.767397881
Bacteria	Complete Genome	2.767873764
Archaea	Complete Genome	2.769470215
Bacteria	Complete Genome	2.770309448
Bacteria	Complete Genome	2.771265984
Bacteria	Complete Genome	2.773346901
Bacteria	Complete Genome	2.773907661
Bacteria	Complete Genome	2.77466774
Bacteria	Complete Genome	2.776126862
Bacteria	Complete Genome	2.777636528
Bacteria	Complete Genome	2.778910637
Bacteria	Complete Genome	2.778911591
Bacteria	Complete Genome	2.779883385
Bacteria	Complete Genome	2.783328056
Bacteria	Complete Genome	2.784234047
Bacteria	Complete Genome	2.785110474
Bacteria	Complete Genome	2.785847664
Bacteria	Complete Genome	2.785848618
Bacteria	Complete Genome	2.787876129
Bacteria	Complete Genome	2.789972305
Bacteria	Complete Genome	2.792813301
Bacteria	Complete Genome	2.793416023
Bacteria	Complete Genome	2.794029236
Bacteria	Complete Genome	2.794447899
Bacteria	Complete Genome	2.796034813
Bacteria	Complete Genome	2.797881126
Bacteria	Complete Genome	2.798880577
Bacteria	Complete Genome	2.802855492
Bacteria	Complete Genome	2.803098679
Bacteria	Complete Genome	2.805752754
Bacteria	Complete Genome	2.807900429
Bacteria	Complete Genome	2.808937073
Bacteria	Complete Genome	2.809605598
Bacteria	Complete Genome	2.809762955
Bacteria	Complete Genome	2.811195374
Bacteria	Complete Genome	2.811283112
Archaea	Complete Genome	2.812425613
Bacteria	Complete Genome	2.815947533
Bacteria	Complete Genome	2.816811562
Bacteria	Complete Genome	2.817091942
Bacteria	Complete Genome	2.817476273
Bacteria	Complete Genome	2.817923546
Bacteria	Complete Genome	2.818589211
Bacteria	Complete Genome	2.819149017
Bacteria	Complete Genome	2.819570541
Bacteria	Complete Genome	2.819765091
Bacteria	Complete Genome	2.820384979
Bacteria	Complete Genome	2.820961952
Archaea	Complete Genome	2.822415352
Bacteria	Complete Genome	2.822613716
Bacteria	Complete Genome	2.825192451
Bacteria	Complete Genome	2.825829506
Bacteria	Complete Genome	2.827684402
Bacteria	Complete Genome	2.828138351
Bacteria	Complete Genome	2.829508781
Bacteria	Complete Genome	2.830981255
Bacteria	Complete Genome	2.831026077
Bacteria	Complete Genome	2.831197739
Bacteria	Complete Genome	2.83191967
Bacteria	Complete Genome	2.832952499
Bacteria	Complete Genome	2.834511757
Bacteria	Complete Genome	2.835259438
Archaea	Complete Genome	2.836211205
Bacteria	Complete Genome	2.838001251
Bacteria	Complete Genome	2.840805054
Bacteria	Complete Genome	2.841509819
Bacteria	Complete Genome	2.842133522
Bacteria	Complete Genome	2.844238281
Archaea	Complete Genome	2.845835686
Bacteria	Complete Genome	2.846358299
Bacteria	Complete Genome	2.847397804
Bacteria	Complete Genome	2.848322868
Bacteria	Complete Genome	2.848751068
Bacteria	Complete Genome	2.849143028
Bacteria	Complete Genome	2.850069046
Bacteria	Complete Genome	2.850153923
Bacteria	Complete Genome	2.850716591
Bacteria	Complete Genome	2.851427078
Bacteria	Complete Genome	2.851528168
Archaea	Complete Genome	2.852801323
Archaea	Complete Genome	2.855939865
Bacteria	Complete Genome	2.857158661
Bacteria	Complete Genome	2.85963726
Bacteria	Complete Genome	2.86051178
Bacteria	Complete Genome	2.860585213
Bacteria	Complete Genome	2.862584114
Bacteria	Complete Genome	2.863354683
Bacteria	Complete Genome	2.864971161
Bacteria	Complete Genome	2.865854263
Bacteria	Complete Genome	2.866504669
Bacteria	Complete Genome	2.867214203
Bacteria	Complete Genome	2.867268562
Bacteria	Complete Genome	2.867916107
Bacteria	Complete Genome	2.868156433
Bacteria	Complete Genome	2.868239403
Bacteria	Complete Genome	2.869340897
Bacteria	Complete Genome	2.869379997
Bacteria	Complete Genome	2.869793892
Bacteria	Complete Genome	2.871301651
Bacteria	Complete Genome	2.872364998
Bacteria	Complete Genome	2.873696327
Bacteria	Complete Genome	2.876476288
Bacteria	Complete Genome	2.876810074
Bacteria	Complete Genome	2.88214016
Bacteria	Complete Genome	2.882226944
Bacteria	Complete Genome	2.882474899
Bacteria	Complete Genome	2.884090424
Bacteria	Complete Genome	2.885151863
Bacteria	Complete Genome	2.886248589
Bacteria	Complete Genome	2.886494637
Archaea	Complete Genome	2.887001038
Bacteria	Complete Genome	2.888115883
Bacteria	Complete Genome	2.888968468
Bacteria	Complete Genome	2.890172958
Bacteria	Complete Genome	2.892198563
Bacteria	Complete Genome	2.892457962
Bacteria	Complete Genome	2.893723488
Bacteria	Complete Genome	2.894499779
Bacteria	Complete Genome	2.896302223
Bacteria	Complete Genome	2.896430016
Bacteria	Complete Genome	2.896737099
Bacteria	Complete Genome	2.90037632
Bacteria	Complete Genome	2.902637482
Bacteria	Complete Genome	2.903429985
Bacteria	Complete Genome	2.903595924
Bacteria	Complete Genome	2.904751778
Bacteria	Complete Genome	2.906032562
Bacteria	Complete Genome	2.908041
Bacteria	Complete Genome	2.9132061
Bacteria	Complete Genome	2.914460182
Bacteria	Complete Genome	2.915393829
Bacteria	Complete Genome	2.915834427
Bacteria	Complete Genome	2.91649437
Bacteria	Complete Genome	2.916789055
Bacteria	Complete Genome	2.917671204
Bacteria	Complete Genome	2.918938637
Archaea	Complete Genome	2.922636986
Bacteria	Complete Genome	2.923243523
Bacteria	Complete Genome	2.924483299
Bacteria	Complete Genome	2.925679207
Bacteria	Complete Genome	2.926276207
Bacteria	Complete Genome	2.927839279
Bacteria	Complete Genome	2.928351402
Bacteria	Complete Genome	2.929363251
Bacteria	Complete Genome	2.929735184
Bacteria	Complete Genome	2.93040657
Bacteria	Complete Genome	2.933228493
Bacteria	Complete Genome	2.934753418
Bacteria	Complete Genome	2.935648918
Bacteria	Complete Genome	2.935763359
Bacteria	Complete Genome	2.935899734
Bacteria	Complete Genome	2.936385155
Bacteria	Complete Genome	2.938284874
Bacteria	Complete Genome	2.939682007
Bacteria	Complete Genome	2.941923141
Bacteria	Complete Genome	2.943540573
Bacteria	Complete Genome	2.946695328
Archaea	Complete Genome	2.946770668
Bacteria	Complete Genome	2.947105408
Bacteria	Complete Genome	2.947118759
Bacteria	Complete Genome	2.947441101
Bacteria	Complete Genome	2.947443962
Bacteria	Complete Genome	2.94924736
Bacteria	Complete Genome	2.950099945
Bacteria	Complete Genome	2.950514793
Bacteria	Complete Genome	2.954111099
Bacteria	Complete Genome	2.954655647
Bacteria	Complete Genome	2.956617355
Bacteria	Complete Genome	2.958275795
Bacteria	Complete Genome	2.960533142
Bacteria	Complete Genome	2.962022781
Bacteria	Complete Genome	2.964381218
Bacteria	Complete Genome	2.966738701
Archaea	Complete Genome	2.96710968
Bacteria	Complete Genome	2.967140198
Bacteria	Complete Genome	2.967401505
Bacteria	Complete Genome	2.968396187
Bacteria	Complete Genome	2.968504906
Bacteria	Complete Genome	2.969671249
Bacteria	Complete Genome	2.971060753
Bacteria	Complete Genome	2.973031044
Bacteria	Complete Genome	2.973163605
Archaea	Complete Genome	2.974479675
Bacteria	Complete Genome	2.976192474
Bacteria	Complete Genome	2.976423264
Bacteria	Complete Genome	2.977434158
Bacteria	Complete Genome	2.978701591
Bacteria	Complete Genome	2.979717255
Bacteria	Complete Genome	2.983553886
Bacteria	Complete Genome	2.98411274
Bacteria	Complete Genome	2.984255791
Bacteria	Complete Genome	2.985714912
Bacteria	Complete Genome	2.986309052
Bacteria	Complete Genome	2.986820221
Bacteria	Complete Genome	2.987616539
Bacteria	Complete Genome	2.988981247
Bacteria	Complete Genome	2.990231514
Bacteria	Complete Genome	2.990596771
Bacteria	Complete Genome	2.990616798
Bacteria	Complete Genome	2.990944862
Bacteria	Complete Genome	2.991002083
Bacteria	Complete Genome	2.991247177
Bacteria	Complete Genome	2.994535446
Bacteria	Complete Genome	2.995026588
Bacteria	Complete Genome	2.997178078
Archaea	Complete Genome	2.999236107
Bacteria	Complete Genome	2.999785423
Bacteria	Complete Genome	3.000900269
Bacteria	Complete Genome	3.001433372
Bacteria	Complete Genome	3.004355431
Bacteria	Complete Genome	3.004675865
Bacteria	Complete Genome	3.006672859
Bacteria	Complete Genome	3.007104874
Bacteria	Complete Genome	3.009159088
Archaea	Complete Genome	3.00962162
Bacteria	Complete Genome	3.011652946
Bacteria	Complete Genome	3.012850761
Bacteria	Complete Genome	3.013124466
Bacteria	Complete Genome	3.016151428
Bacteria	Complete Genome	3.016256332
Bacteria	Complete Genome	3.016653061
Bacteria	Complete Genome	3.016757965
Bacteria	Complete Genome	3.019581795
Archaea	Complete Genome	3.019844055
Bacteria	Complete Genome	3.022704124
Archaea	Complete Genome	3.022976875
Bacteria	Complete Genome	3.024217606
Bacteria	Complete Genome	3.024672508
Bacteria	Complete Genome	3.024759293
Bacteria	Complete Genome	3.025987625
Bacteria	Complete Genome	3.026768684
Bacteria	Complete Genome	3.028138161
Bacteria	Complete Genome	3.029245377
Bacteria	Complete Genome	3.029314995
Bacteria	Complete Genome	3.029373169
Bacteria	Complete Genome	3.030210495
Bacteria	Complete Genome	3.031462669
Bacteria	Complete Genome	3.031509399
Bacteria	Complete Genome	3.031777382
Bacteria	Complete Genome	3.037723541
Archaea	Complete Genome	3.038042068
Bacteria	Complete Genome	3.039065361
Bacteria	Complete Genome	3.040676117
Bacteria	Complete Genome	3.040930748
Bacteria	Complete Genome	3.043171883
Bacteria	Complete Genome	3.044795036
Bacteria	Complete Genome	3.044956207
Bacteria	Complete Genome	3.045103073
Bacteria	Complete Genome	3.045332909
Bacteria	Complete Genome	3.046751976
Bacteria	Complete Genome	3.048078537
Bacteria	Complete Genome	3.048830032
Bacteria	Complete Genome	3.048835754
Bacteria	Complete Genome	3.048953056
Bacteria	Complete Genome	3.049067497
Bacteria	Complete Genome	3.049765587
Bacteria	Complete Genome	3.049880981
Bacteria	Complete Genome	3.053729057
Archaea	Complete Genome	3.053866386
Bacteria	Complete Genome	3.055383682
Bacteria	Complete Genome	3.056209564
Bacteria	Complete Genome	3.059286118
Bacteria	Complete Genome	3.059939384
Bacteria	Complete Genome	3.060347557
Bacteria	Complete Genome	3.062957764
Bacteria	Complete Genome	3.063521385
Bacteria	Complete Genome	3.064824104
Bacteria	Complete Genome	3.066536903
Bacteria	Complete Genome	3.066874504
Bacteria	Complete Genome	3.069973946
Archaea	Complete Genome	3.070105553
Archaea	Complete Genome	3.070567131
Bacteria	Complete Genome	3.072849274
Bacteria	Complete Genome	3.075267792
Bacteria	Complete Genome	3.077240944
Bacteria	Complete Genome	3.077539444
Bacteria	Complete Genome	3.079976082
Bacteria	Complete Genome	3.081888199
Bacteria	Complete Genome	3.082468987
Bacteria	Complete Genome	3.082548141
Bacteria	Complete Genome	3.082639694
Bacteria	Complete Genome	3.082652092
Bacteria	Complete Genome	3.083889008
Bacteria	Complete Genome	3.088291168
Bacteria	Complete Genome	3.089901924
Bacteria	Complete Genome	3.091334343
Bacteria	Complete Genome	3.09591198
Bacteria	Complete Genome	3.097258568
Bacteria	Complete Genome	3.097699165
Bacteria	Complete Genome	3.098297119
Bacteria	Complete Genome	3.099603653
Bacteria	Complete Genome	3.099727631
Bacteria	Complete Genome	3.101378441
Bacteria	Complete Genome	3.101541519
Bacteria	Complete Genome	3.102222443
Bacteria	Complete Genome	3.102454185
Bacteria	Complete Genome	3.103093147
Bacteria	Complete Genome	3.104400635
Bacteria	Complete Genome	3.104493141
Bacteria	Complete Genome	3.1058321
Bacteria	Complete Genome	3.106666565
Bacteria	Complete Genome	3.106739998
Bacteria	Complete Genome	3.106851578
Bacteria	Complete Genome	3.10778904
Bacteria	Complete Genome	3.108960152
Bacteria	Complete Genome	3.109786987
Bacteria	Complete Genome	3.11128521
Bacteria	Complete Genome	3.111326218
Bacteria	Complete Genome	3.112070084
Bacteria	Complete Genome	3.112359047
Archaea	Complete Genome	3.113009453
Bacteria	Complete Genome	3.113658905
Bacteria	Complete Genome	3.114597321
Bacteria	Complete Genome	3.115502357
Bacteria	Complete Genome	3.119048119
Bacteria	Complete Genome	3.121905327
Bacteria	Complete Genome	3.122273445
Bacteria	Complete Genome	3.12332058
Bacteria	Complete Genome	3.124188423
Bacteria	Complete Genome	3.12569046
Bacteria	Complete Genome	3.126864433
Bacteria	Complete Genome	3.127947807
Bacteria	Complete Genome	3.128340721
Bacteria	Complete Genome	3.128786087
Bacteria	Complete Genome	3.130330086
Bacteria	Complete Genome	3.132015228
Bacteria	Complete Genome	3.133203506
Bacteria	Complete Genome	3.133238792
Bacteria	Complete Genome	3.133419991
Bacteria	Complete Genome	3.134427071
Bacteria	Complete Genome	3.134588242
Bacteria	Complete Genome	3.135527611
Bacteria	Complete Genome	3.136309624
Bacteria	Complete Genome	3.137795448
Bacteria	Complete Genome	3.13841629
Bacteria	Complete Genome	3.138438225
Bacteria	Complete Genome	3.139209747
Bacteria	Complete Genome	3.142095566
Bacteria	Complete Genome	3.14249897
Archaea	Complete Genome	3.143321037
Bacteria	Complete Genome	3.14626503
Bacteria	Complete Genome	3.146446228
Bacteria	Complete Genome	3.148283958
Bacteria	Complete Genome	3.14895153
Bacteria	Complete Genome	3.149325371
Bacteria	Complete Genome	3.149665833
Bacteria	Complete Genome	3.149751663
Bacteria	Complete Genome	3.150530815
Bacteria	Complete Genome	3.1515522
Bacteria	Complete Genome	3.15209198
Bacteria	Complete Genome	3.152458191
Bacteria	Complete Genome	3.154343605
Bacteria	Complete Genome	3.155136108
Bacteria	Complete Genome	3.158204079
Bacteria	Complete Genome	3.158411026
Bacteria	Complete Genome	3.159605026
Bacteria	Complete Genome	3.161677361
Bacteria	Complete Genome	3.163029671
Bacteria	Complete Genome	3.1632967
Bacteria	Complete Genome	3.163734436
Bacteria	Complete Genome	3.16388607
Bacteria	Complete Genome	3.164694786
Bacteria	Complete Genome	3.164916039
Bacteria	Complete Genome	3.166394234
Bacteria	Complete Genome	3.167917252
Bacteria	Complete Genome	3.169663429
Bacteria	Complete Genome	3.170557976
Bacteria	Complete Genome	3.170653343
Bacteria	Complete Genome	3.170742035
Bacteria	Complete Genome	3.17286396
Bacteria	Complete Genome	3.175006866
Bacteria	Complete Genome	3.175680161
Bacteria	Complete Genome	3.177492142
Bacteria	Complete Genome	3.179812431
Bacteria	Complete Genome	3.180210114
Bacteria	Complete Genome	3.180673599
Bacteria	Complete Genome	3.181261063
Bacteria	Complete Genome	3.181599617
Bacteria	Complete Genome	3.181818962
Bacteria	Complete Genome	3.182816505
Bacteria	Complete Genome	3.183964729
Bacteria	Complete Genome	3.184586525
Bacteria	Complete Genome	3.185174942
Bacteria	Complete Genome	3.185622215
Bacteria	Complete Genome	3.185871124
Bacteria	Complete Genome	3.186917305
Bacteria	Complete Genome	3.187589645
Bacteria	Complete Genome	3.187819481
Bacteria	Complete Genome	3.187865257
Bacteria	Complete Genome	3.188575745
Bacteria	Complete Genome	3.18885994
Bacteria	Complete Genome	3.18897438
Bacteria	Complete Genome	3.190382957
Bacteria	Complete Genome	3.190928459
Bacteria	Complete Genome	3.19093132
Bacteria	Complete Genome	3.192774773
Bacteria	Complete Genome	3.193993568
Bacteria	Complete Genome	3.194075584
Bacteria	Complete Genome	3.194306374
Bacteria	Complete Genome	3.19436264
Bacteria	Complete Genome	3.194591522
Bacteria	Complete Genome	3.195365906
Bacteria	Complete Genome	3.195368767
Bacteria	Complete Genome	3.197410583
Bacteria	Complete Genome	3.198759079
Bacteria	Complete Genome	3.198766708
Archaea	Complete Genome	3.199217796
Bacteria	Complete Genome	3.201346397
Archaea	Complete Genome	3.202103615
Bacteria	Complete Genome	3.202424049
Bacteria	Complete Genome	3.20272541
Bacteria	Complete Genome	3.205286026
Bacteria	Complete Genome	3.206280708
Bacteria	Complete Genome	3.207365036
Bacteria	Complete Genome	3.207746506
Bacteria	Complete Genome	3.207905769
Bacteria	Complete Genome	3.212067604
Bacteria	Complete Genome	3.215698242
Bacteria	Complete Genome	3.216584206
Archaea	Complete Genome	3.217460632
Bacteria	Complete Genome	3.218670845
Bacteria	Complete Genome	3.218812943
Bacteria	Complete Genome	3.219640732
Bacteria	Complete Genome	3.219827652
Bacteria	Complete Genome	3.221356392
Bacteria	Complete Genome	3.22165966
Bacteria	Complete Genome	3.22240448
Bacteria	Complete Genome	3.222683907
Bacteria	Complete Genome	3.222714424
Bacteria	Complete Genome	3.223902702
Bacteria	Complete Genome	3.224678993
Bacteria	Complete Genome	3.227425575
Bacteria	Complete Genome	3.228559494
Bacteria	Complete Genome	3.230104446
Bacteria	Complete Genome	3.230215073
Bacteria	Complete Genome	3.230510712
Bacteria	Complete Genome	3.232962608
Bacteria	Complete Genome	3.23438549
Bacteria	Complete Genome	3.234490395
Bacteria	Complete Genome	3.235234261
Bacteria	Complete Genome	3.235710144
Bacteria	Complete Genome	3.236521721
Bacteria	Complete Genome	3.236916542
Bacteria	Complete Genome	3.237692833
Bacteria	Complete Genome	3.238449097
Bacteria	Complete Genome	3.239343643
Bacteria	Complete Genome	3.242138863
Bacteria	Complete Genome	3.242354393
Bacteria	Complete Genome	3.2429533
Bacteria	Complete Genome	3.243515015
Bacteria	Complete Genome	3.246216774
Bacteria	Complete Genome	3.249862671
Bacteria	Complete Genome	3.251058578
Bacteria	Complete Genome	3.251791954
Bacteria	Complete Genome	3.252928734
Bacteria	Complete Genome	3.253543854
Bacteria	Complete Genome	3.256246567
Bacteria	Complete Genome	3.257001877
Bacteria	Complete Genome	3.257433891
Bacteria	Complete Genome	3.257637978
Bacteria	Complete Genome	3.257769585
Bacteria	Complete Genome	3.258359909
Bacteria	Complete Genome	3.259166718
Bacteria	Complete Genome	3.260397911
Bacteria	Complete Genome	3.26180172
Bacteria	Complete Genome	3.265102386
Bacteria	Complete Genome	3.267030716
Bacteria	Complete Genome	3.268367767
Bacteria	Complete Genome	3.268550873
Bacteria	Complete Genome	3.270130157
Bacteria	Complete Genome	3.271355629
Bacteria	Complete Genome	3.273410797
Bacteria	Complete Genome	3.276572227
Bacteria	Complete Genome	3.281545639
Bacteria	Complete Genome	3.281851768
Bacteria	Complete Genome	3.283327103
Bacteria	Complete Genome	3.284234047
Bacteria	Complete Genome	3.285104752
Bacteria	Complete Genome	3.285387039
Bacteria	Complete Genome	3.286007881
Bacteria	Complete Genome	3.287740707
Bacteria	Complete Genome	3.288881302
Bacteria	Complete Genome	3.289171219
Bacteria	Complete Genome	3.289595604
Bacteria	Complete Genome	3.290696144
Bacteria	Complete Genome	3.291960716
Bacteria	Complete Genome	3.292012215
Bacteria	Complete Genome	3.29285717
Bacteria	Complete Genome	3.293087006
Bacteria	Complete Genome	3.293546677
Bacteria	Complete Genome	3.295342445
Bacteria	Complete Genome	3.297506332
Bacteria	Complete Genome	3.30147934
Bacteria	Complete Genome	3.302672386
Bacteria	Complete Genome	3.303211212
Bacteria	Complete Genome	3.304969788
Bacteria	Complete Genome	3.306563377
Bacteria	Complete Genome	3.307133675
Bacteria	Complete Genome	3.307138443
Bacteria	Complete Genome	3.307208061
Bacteria	Complete Genome	3.307564735
Bacteria	Complete Genome	3.308310509
Bacteria	Complete Genome	3.309222221
Bacteria	Complete Genome	3.309420586
Bacteria	Complete Genome	3.314090729
Bacteria	Complete Genome	3.314461708
Bacteria	Complete Genome	3.314850807
Bacteria	Complete Genome	3.314958572
Bacteria	Complete Genome	3.316709518
Bacteria	Complete Genome	3.318426132
Bacteria	Complete Genome	3.318729401
Bacteria	Complete Genome	3.319007874
Bacteria	Complete Genome	3.321228981
Bacteria	Complete Genome	3.322769165
Bacteria	Complete Genome	3.322989464
Bacteria	Complete Genome	3.324079514
Bacteria	Complete Genome	3.324981689
Bacteria	Complete Genome	3.325375557
Bacteria	Complete Genome	3.326795578
Bacteria	Complete Genome	3.328069687
Bacteria	Complete Genome	3.33106041
Archaea	Complete Genome	3.333362579
Bacteria	Complete Genome	3.333828926
Bacteria	Complete Genome	3.335828781
Bacteria	Complete Genome	3.344367981
Bacteria	Complete Genome	3.345098495
Bacteria	Complete Genome	3.345423698
Bacteria	Complete Genome	3.347623825
Bacteria	Complete Genome	3.348031044
Bacteria	Complete Genome	3.348937035
Bacteria	Complete Genome	3.351918221
Bacteria	Complete Genome	3.354951859
Bacteria	Complete Genome	3.354960442
Bacteria	Complete Genome	3.355701447
Bacteria	Complete Genome	3.355801582
Bacteria	Complete Genome	3.356085777
Bacteria	Complete Genome	3.356211662
Bacteria	Complete Genome	3.358014107
Bacteria	Complete Genome	3.358623505
Bacteria	Complete Genome	3.3592062
Bacteria	Complete Genome	3.360070229
Bacteria	Complete Genome	3.362008095
Bacteria	Complete Genome	3.365803719
Bacteria	Complete Genome	3.365821838
Bacteria	Complete Genome	3.366501808
Bacteria	Complete Genome	3.366659164
Bacteria	Complete Genome	3.368172646
Archaea	Complete Genome	3.371088982
Bacteria	Complete Genome	3.371206284
Bacteria	Complete Genome	3.372406006
Bacteria	Complete Genome	3.375621796
Bacteria	Complete Genome	3.37569046
Bacteria	Complete Genome	3.377364159
Bacteria	Complete Genome	3.37822628
Bacteria	Complete Genome	3.379087448
Bacteria	Complete Genome	3.379264832
Bacteria	Complete Genome	3.380418777
Archaea	Complete Genome	3.382736206
Bacteria	Complete Genome	3.383283615
Bacteria	Complete Genome	3.384486198
Bacteria	Complete Genome	3.384764671
Bacteria	Complete Genome	3.386871338
Bacteria	Complete Genome	3.387850761
Bacteria	Complete Genome	3.388215065
Bacteria	Complete Genome	3.388270378
Bacteria	Complete Genome	3.393016815
Bacteria	Complete Genome	3.394789696
Bacteria	Complete Genome	3.396854401
Bacteria	Complete Genome	3.397889137
Bacteria	Complete Genome	3.398639679
Bacteria	Complete Genome	3.39884758
Bacteria	Complete Genome	3.399606705
Bacteria	Complete Genome	3.401064873
Bacteria	Complete Genome	3.402802467
Bacteria	Complete Genome	3.403429985
Bacteria	Complete Genome	3.404047966
Bacteria	Complete Genome	3.405165672
Bacteria	Complete Genome	3.405175209
Bacteria	Complete Genome	3.406070709
Archaea	Complete Genome	3.408112526
Bacteria	Complete Genome	3.408981323
Bacteria	Complete Genome	3.410007477
Bacteria	Complete Genome	3.410542488
Bacteria	Complete Genome	3.410908699
Bacteria	Complete Genome	3.41306591
Bacteria	Complete Genome	3.414546013
Bacteria	Complete Genome	3.416042328
Bacteria	Complete Genome	3.417360306
Bacteria	Complete Genome	3.417966843
Bacteria	Complete Genome	3.418446541
Bacteria	Complete Genome	3.419384956
Bacteria	Complete Genome	3.422035217
Archaea	Complete Genome	3.422841072
Bacteria	Complete Genome	3.423354149
Bacteria	Complete Genome	3.425922394
Bacteria	Complete Genome	3.426671982
Bacteria	Complete Genome	3.427406311
Bacteria	Complete Genome	3.427998543
Bacteria	Complete Genome	3.428277969
Bacteria	Complete Genome	3.429144859
Bacteria	Complete Genome	3.429702759
Bacteria	Complete Genome	3.430498123
Bacteria	Complete Genome	3.430603027
Bacteria	Complete Genome	3.432614326
Bacteria	Complete Genome	3.432860374
Bacteria	Complete Genome	3.433395386
Bacteria	Complete Genome	3.434519768
Bacteria	Complete Genome	3.435214043
Bacteria	Complete Genome	3.435955048
Bacteria	Complete Genome	3.436390877
Bacteria	Complete Genome	3.436454773
Bacteria	Complete Genome	3.439023972
Bacteria	Complete Genome	3.439024925
Bacteria	Complete Genome	3.439520836
Bacteria	Complete Genome	3.44040966
Bacteria	Complete Genome	3.44080162
Bacteria	Complete Genome	3.440833092
Bacteria	Complete Genome	3.441945076
Bacteria	Complete Genome	3.443512917
Bacteria	Complete Genome	3.444296837
Bacteria	Complete Genome	3.44464016
Bacteria	Complete Genome	3.444770813
Bacteria	Complete Genome	3.44546032
Bacteria	Complete Genome	3.445605278
Bacteria	Complete Genome	3.445936203
Bacteria	Complete Genome	3.44643116
Bacteria	Complete Genome	3.446469307
Bacteria	Complete Genome	3.447041512
Bacteria	Complete Genome	3.448139191
Bacteria	Complete Genome	3.453147888
Bacteria	Complete Genome	3.454159737
Bacteria	Complete Genome	3.459084511
Bacteria	Complete Genome	3.459893227
Bacteria	Complete Genome	3.459907532
Bacteria	Complete Genome	3.460643768
Bacteria	Complete Genome	3.461361885
Bacteria	Complete Genome	3.461439133
Bacteria	Complete Genome	3.461644173
Bacteria	Complete Genome	3.46191597
Bacteria	Complete Genome	3.464045525
Bacteria	Complete Genome	3.464853287
Bacteria	Complete Genome	3.465464592
Bacteria	Complete Genome	3.467374802
Bacteria	Complete Genome	3.46859169
Bacteria	Complete Genome	3.468841553
Bacteria	Complete Genome	3.468952179
Bacteria	Complete Genome	3.469202995
Bacteria	Complete Genome	3.46949482
Bacteria	Complete Genome	3.469651222
Bacteria	Complete Genome	3.470998764
Bacteria	Complete Genome	3.473678589
Bacteria	Complete Genome	3.474861145
Bacteria	Complete Genome	3.475728035
Bacteria	Complete Genome	3.476548195
Bacteria	Complete Genome	3.479537964
Bacteria	Complete Genome	3.480615616
Bacteria	Complete Genome	3.481237411
Bacteria	Complete Genome	3.483829498
Bacteria	Complete Genome	3.484026909
Bacteria	Complete Genome	3.484889984
Bacteria	Complete Genome	3.490690231
Bacteria	Complete Genome	3.490857124
Bacteria	Complete Genome	3.490875244
Bacteria	Complete Genome	3.491074562
Bacteria	Complete Genome	3.492764473
Bacteria	Complete Genome	3.494261742
Bacteria	Complete Genome	3.495081902
Bacteria	Complete Genome	3.495824814
Bacteria	Complete Genome	3.496194839
Bacteria	Complete Genome	3.498401642
