Assembly_accession	Superkingdom	Species_taxid	Genome_size	Genome_sizeM
GCF_001318385.1	Bacteria	1148	3613885	3.446469307
GCF_001430825.1	Bacteria	1453352	3614485	3.447041512
GCF_000953655.1	Bacteria	449	3615636	3.448139191
GCF_011578045.1	Bacteria	2715164	3615748	3.448246002
GCF_011290545.1	Bacteria	2715211	3620656	3.452926636
GCF_005121165.1	Bacteria	2093857	3620888	3.453147888
GCF_015209785.1	Bacteria	874454	3621273	3.453515053
GCF_000725365.1	Bacteria	386490	3621949	3.454159737
GCF_014679505.1	Bacteria	1963025	3624048	3.456161499
GCF_015040615.1	Bacteria	2763257	3624144	3.456253052
GCF_001721685.1	Bacteria	632773	3627113	3.459084511
GCF_003721435.2	Archaea	1853699	3627198	3.459165573
GCF_002211885.1	Bacteria	1589	3627961	3.459893227
GCF_000336445.1	Bacteria	1233873	3627976	3.459907532
GCF_000317085.1	Bacteria	1173263	3628748	3.460643768
GCF_009601725.1	Bacteria	2592625	3629391	3.461256981
GCF_002155145.1	Bacteria	698828	3629501	3.461361885
GCF_008935055.1	Bacteria	185007	3629582	3.461439133
GCF_002865995.1	Bacteria	1505	3629797	3.461644173
GCF_001701045.1	Bacteria	1197717	3630082	3.46191597
GCF_000013045.1	Bacteria	146919	3632315	3.464045525
GCF_900478715.1	Bacteria	82987	3633162	3.464853287
GCF_005280655.1	Bacteria	1229621	3633803	3.465464592
GCF_014131675.1	Bacteria	105841	3635680	3.467254639
GCF_000236685.1	Bacteria	1131707	3635806	3.467374802
GCF_000225345.1	Bacteria	301301	3637082	3.46859169
GCF_003285265.1	Bacteria	1499308	3637344	3.468841553
GCF_000009785.1	Bacteria	1462	3637723	3.469202995
GCF_001971805.1	Bacteria	1844051	3638029	3.46949482
GCF_002148255.1	Bacteria	84112	3638193	3.469651222
GCF_000829195.1	Bacteria	98228	3639606	3.470998764
GCF_001685415.1	Bacteria	1758689	3642416	3.473678589
GCF_009834265.1	Bacteria	2609258	3642788	3.474033356
GCF_000046845.1	Bacteria	202950	3643656	3.474861145
GCF_004798665.1	Bacteria	2560010	3645425	3.476548195
GCF_014117425.1	Bacteria	2759660	3648089	3.479088783
GCF_000242255.2	Bacteria	81475	3648560	3.479537964
GCF_002844395.1	Bacteria	1677857	3649690	3.480615616
GCF_000834255.1	Bacteria	29486	3650342	3.481237411
GCF_011765565.1	Bacteria	51367	3651345	3.482193947
GCF_001659785.1	Bacteria	499555	3653060	3.483829498
GCF_000016165.1	Bacteria	59610	3653267	3.484026909
GCF_002998535.1	Bacteria	28113	3654172	3.484889984
GCF_000023405.1	Bacteria	43669	3660254	3.490690231
GCF_003956085.1	Bacteria	1748	3660429	3.490857124
GCF_002833405.1	Bacteria	2058136	3660448	3.490875244
GCF_000577895.1	Bacteria	1216932	3662429	3.492764473
GCF_000817955.1	Bacteria	345632	3663999	3.494261742
GCF_000025925.1	Bacteria	839	3664859	3.495081902
GCF_001889265.1	Bacteria	1916917	3665638	3.495824814
GCF_001011055.1	Bacteria	636	3666026	3.496194839
GCF_003095655.1	Bacteria	2173169	3668806	3.498846054
GCF_000243135.2	Bacteria	233055	3669834	3.499826431
GCF_008247605.1	Bacteria	657387	3669991	3.499976158
GCF_002843965.1	Bacteria	162426	3670182	3.50015831
GCF_001854405.1	Bacteria	1906738	3673485	3.503308296
GCF_009834245.1	Bacteria	2609255	3674104	3.503898621
GCF_000176915.2	Bacteria	182210	3674536	3.504310608
GCF_002005165.1	Bacteria	1471761	3674661	3.504429817
GCF_001509405.1	Bacteria	2041	3674673	3.504441261
GCF_009759805.1	Bacteria	2683680	3674993	3.504746437
GCF_000011245.1	Bacteria	182710	3675976	3.505683899
GCF_002076875.1	Bacteria	67780	3676102	3.505804062
GCF_002165295.2	Bacteria	2004647	3676441	3.506127357
GCF_013391845.1	Bacteria	1190813	3676767	3.506438255
GCF_003391095.1	Bacteria	100225	3677535	3.507170677
GCF_000284095.1	Bacteria	971	3678313	3.507912636
GCF_001266755.1	Bacteria	1696072	3680356	3.509860992
GCF_013423785.1	Bacteria	1737446	3680494	3.509992599
GCF_014679705.1	Bacteria	1963026	3681379	3.510836601
GCF_008705155.1	Bacteria	247	3682139	3.511561394
GCF_001953195.1	Bacteria	487316	3682423	3.511832237
GCF_013374095.1	Bacteria	1517551	3682572	3.511974335
GCF_001857925.1	Bacteria	1178537	3683276	3.512645721
GCF_001482365.1	Bacteria	446860	3684177	3.513504982
GCF_000143145.1	Bacteria	53399	3684527	3.513838768
GCF_004006455.1	Bacteria	1408	3686125	3.51536274
GCF_003336365.1	Bacteria	2099786	3687186	3.516374588
GCF_000012405.1	Bacteria	2021	3687830	3.516988754
GCF_011611525.1	Bacteria	215221	3690933	3.519948006
GCF_008118345.1	Bacteria	257438	3695195	3.524012566
GCF_005937985.2	Bacteria	2578107	3695235	3.524050713
GCF_009646095.1	Bacteria	2662261	3695555	3.524355888
GCF_008727775.1	Bacteria	2614639	3695857	3.524643898
GCF_000317975.2	Bacteria	2751	3696112	3.524887085
GCF_002966495.1	Bacteria	1118153	3696188	3.524959564
GCF_000092445.1	Bacteria	691437	3696502	3.525259018
GCF_001998865.1	Bacteria	399497	3696558	3.525312424
GCF_009660225.1	Bacteria	2654547	3698217	3.526894569
GCF_002504265.1	Bacteria	152682	3699119	3.527754784
GCF_000503895.1	Bacteria	1427356	3699574	3.528188705
GCF_013343215.1	Bacteria	2563897	3699818	3.528421402
GCF_000143965.1	Bacteria	453230	3701489	3.530014992
GCF_004295125.1	Bacteria	29347	3703843	3.532259941
GCF_000258405.1	Bacteria	591197	3704797	3.533169746
GCF_000968175.1	Bacteria	40577	3705340	3.533687592
GCF_000025945.1	Bacteria	84980	3705556	3.533893585
GCF_002795845.1	Bacteria	1336806	3705880	3.534202576
GCF_001638925.1	Bacteria	1961362	3706522	3.534814835
GCF_002951995.1	Bacteria	128780	3706713	3.534996986
GCF_000015485.1	Bacteria	881	3707292	3.535549164
GCF_011801365.1	Bacteria	2589076	3709339	3.537501335
GCF_001439585.2	Bacteria	1450761	3710703	3.538802147
GCF_000012885.1	Bacteria	19	3711780	3.539829254
GCF_000968715.2	Bacteria	1609967	3711932	3.539974213
GCF_001628815.1	Bacteria	1340425	3712001	3.540040016
GCF_002831665.1	Bacteria	2057808	3712664	3.540672302
GCF_002157205.1	Bacteria	157779	3713090	3.541078568
GCF_000024705.1	Bacteria	544556	3713863	3.541815758
GCF_004114375.1	Archaea	2497325	3714553	3.542473793
GCF_000025485.1	Bacteria	1049	3715161	3.543053627
GCF_002374815.1	Bacteria	288	3715554	3.543428421
GCF_013378075.1	Bacteria	2026624	3715760	3.543624878
GCF_011393335.1	Bacteria	2714937	3717869	3.545636177
GCF_008370855.1	Bacteria	1155384	3719365	3.547062874
GCF_000174795.2	Bacteria	550542	3719996	3.547664642
GCF_001187785.1	Bacteria	1579979	3721217	3.548829079
GCF_003627055.1	Bacteria	2419771	3723931	3.551417351
GCF_013403565.1	Bacteria	2739434	3724060	3.551540375
GCF_002999155.1	Bacteria	712270	3725835	3.553233147
GCF_002859845.1	Bacteria	35814	3727073	3.554413795
GCF_001191605.1	Bacteria	293387	3727952	3.555252075
GCF_009649075.1	Bacteria	2662028	3728189	3.555478096
GCF_004022485.1	Bacteria	2494375	3728713	3.555977821
GCF_004135405.1	Bacteria	2509455	3729196	3.556438446
GCF_000183135.1	Bacteria	185300	3731636	3.558765411
GCF_900683625.1	Bacteria	1141221	3731838	3.558958054
GCF_003367315.1	Bacteria	2161747	3733081	3.560143471
GCF_001705195.1	Bacteria	1390	3734384	3.561386108
GCF_001542775.1	Bacteria	412690	3735921	3.562851906
GCF_001612555.1	Bacteria	1407071	3737638	3.564489365
GCF_000022205.1	Archaea	2247	3738981	3.565770149
GCF_000226295.1	Bacteria	458033	3741726	3.568387985
GCF_004916735.1	Bacteria	2003370	3742253	3.568890572
GCF_000055785.1	Bacteria	158080	3742925	3.569531441
GCF_002934695.1	Bacteria	1636603	3742969	3.569573402
GCF_011299575.1	Bacteria	2714935	3743413	3.569996834
GCF_000196895.1	Archaea	413810	3745364	3.571857452
GCF_001553605.1	Bacteria	44742	3745631	3.572112083
GCF_008329945.1	Bacteria	252967	3746997	3.573414803
GCF_003433515.1	Bacteria	454601	3749900	3.576183319
GCF_000013025.1	Bacteria	81032	3751396	3.577610016
GCF_003071405.1	Bacteria	1075	3752580	3.578739166
GCF_010692905.1	Archaea	114529	3753399	3.579520226
GCF_013391805.1	Bacteria	1170699	3755213	3.581250191
GCF_000800825.1	Bacteria	756828	3755299	3.581332207
GCF_003024525.3	Bacteria	2136182	3758196	3.584095001
GCF_000186665.3	Bacteria	470	3758243	3.584139824
GCF_003030465.1	Bacteria	59405	3758330	3.584222794
GCF_004526345.1	Bacteria	1288636	3759413	3.585255623
GCF_003855275.1	Bacteria	492670	3760011	3.58582592
GCF_000210155.1	Bacteria	35554	3760762	3.58654213
GCF_015191005.1	Bacteria	2038776	3763227	3.588892937
GCF_900095795.1	Bacteria	1642646	3764184	3.589805603
GCF_003065605.1	Bacteria	2079793	3764278	3.589895248
GCF_000827125.1	Bacteria	483547	3764280	3.589897156
GCF_003966735.1	Bacteria	241368	3766747	3.59224987
GCF_015218525.1	Bacteria	2601122	3766767	3.592268944
GCF_003052165.1	Bacteria	2052657	3766877	3.592373848
GCF_000316685.1	Bacteria	195253	3767142	3.592626572
GCF_003355475.1	Bacteria	556288	3767245	3.5927248
GCF_001592395.1	Bacteria	1813182	3768061	3.593502998
GCF_004353225.1	Bacteria	2547598	3768172	3.593608856
GCF_000092125.1	Bacteria	52022	3768410	3.593835831
GCF_002844335.1	Archaea	1932004	3768589	3.594006538
GCF_001459775.1	Bacteria	1079	3769864	3.595222473
GCF_003711125.1	Bacteria	33945	3770003	3.595355034
GCF_004006015.1	Bacteria	2499145	3770329	3.595665932
GCF_002005445.1	Bacteria	435	3771667	3.596941948
GCF_004126515.1	Archaea	337243	3773137	3.598343849
GCF_003268595.1	Bacteria	2213194	3775127	3.600241661
GCF_004348195.1	Bacteria	265959	3775659	3.600749016
GCF_900635815.1	Bacteria	28084	3776243	3.601305962
GCF_000012665.1	Bacteria	58180	3776919	3.601950645
GCF_005848555.1	Bacteria	2479767	3778284	3.603252411
GCF_000070465.1	Bacteria	521	3778960	3.603897095
GCF_009789175.1	Archaea	1710541	3779258	3.60418129
GCF_000265365.1	Bacteria	214856	3780978	3.605821609
GCF_001938685.1	Bacteria	561879	3781943	3.606741905
GCF_001922305.1	Bacteria	96773	3782278	3.607061386
GCF_900187095.1	Bacteria	66969	3782478	3.607252121
GCF_002165375.2	Bacteria	2004650	3784661	3.609333992
GCF_003073375.1	Bacteria	2169540	3784706	3.609376907
GCF_000478825.2	Bacteria	1147	3785911	3.610526085
GCF_012974865.1	Bacteria	2608253	3786896	3.611465454
GCF_001704115.1	Bacteria	1789224	3787940	3.61246109
GCF_002243665.1	Bacteria	33938	3789127	3.613593102
GCF_010450875.1	Bacteria	424800	3789703	3.614142418
GCF_004103715.1	Bacteria	2507161	3790591	3.614989281
GCF_000021365.1	Bacteria	40137	3792523	3.616831779
GCF_013391105.1	Archaea	1710540	3793474	3.617738724
GCF_004799685.1	Archaea	699433	3797109	3.62120533
GCF_000198775.1	Bacteria	412963	3797239	3.621329308
GCF_000025905.1	Bacteria	395922	3797725	3.621792793
GCF_001971785.1	Bacteria	1936081	3799814	3.623785019
GCF_003008575.1	Bacteria	2109913	3801012	3.624927521
GCF_006740705.1	Bacteria	2502791	3801171	3.625079155
GCF_000227685.2	Bacteria	108010	3803754	3.627542496
GCF_002006565.1	Bacteria	1076596	3803805	3.627591133
GCF_013488205.1	Bacteria	343874	3806416	3.630081177
GCF_002009295.1	Bacteria	265960	3807913	3.631508827
GCF_003111765.1	Bacteria	2079536	3808726	3.632284164
GCF_003355005.1	Bacteria	2219696	3808837	3.632390022
GCF_900637715.1	Bacteria	1275	3810151	3.63364315
GCF_000582555.1	Bacteria	187493	3811168	3.634613037
GCF_000190595.1	Bacteria	979	3813070	3.636426926
GCF_000469135.2	Bacteria	1071080	3813077	3.636433601
GCF_002224645.1	Bacteria	51515	3813713	3.637040138
GCF_009792295.1	Bacteria	2572594	3814053	3.637364388
GCF_007855275.1	Bacteria	1933880	3817400	3.640556335
GCF_003269425.1	Bacteria	1383885	3819694	3.642744064
GCF_003074035.1	Bacteria	2171623	3819999	3.643034935
GCF_000304315.1	Bacteria	187303	3820664	3.643669128
GCF_001280305.1	Bacteria	1385663	3824406	3.647237778
GCF_005890195.1	Archaea	69527	3825562	3.648340225
GCF_000224005.2	Bacteria	37487	3826413	3.649151802
GCF_003345215.1	Bacteria	980427	3826432	3.649169922
GCF_001989615.1	Archaea	1932360	3826447	3.649184227
GCF_013456555.1	Archaea	1710539	3826973	3.64968586
GCF_014127105.1	Bacteria	2759954	3827813	3.650486946
GCF_000317615.1	Bacteria	292566	3828334	3.65098381
GCF_001856665.1	Bacteria	1850250	3828363	3.651011467
GCF_007954585.1	Bacteria	1883414	3828541	3.651181221
GCF_000507245.1	Bacteria	1307761	3830153	3.652718544
GCF_000219585.1	Bacteria	261292	3830792	3.653327942
GCF_009796865.1	Bacteria	2686363	3831099	3.65362072
GCF_900130075.1	Bacteria	1809410	3831695	3.65418911
GCF_011300215.1	Bacteria	2714938	3832044	3.654521942
GCF_002222655.1	Bacteria	63	3835160	3.657493591
GCF_001890385.1	Bacteria	1921510	3835667	3.657977104
GCF_000230715.2	Archaea	44930	3835771	3.658076286
GCF_001808185.1	Bacteria	1906741	3836227	3.658511162
GCF_003430825.1	Archaea	2044521	3836976	3.659225464
GCF_004135285.1	Bacteria	2509458	3837938	3.660142899
GCF_009834045.1	Bacteria	1636720	3838600	3.660774231
GCF_014302175.1	Bacteria	2762326	3838723	3.660891533
GCF_001281545.1	Bacteria	584	3840476	3.662563324
GCF_014250435.1	Bacteria	2762327	3840604	3.662685394
GCF_004792395.1	Bacteria	106654	3840689	3.662766457
GCF_003966695.1	Bacteria	78587	3840854	3.662923813
GCF_000281695.1	Archaea	406552	3841150	3.6632061
GCF_002240455.1	Bacteria	2003551	3841689	3.663720131
GCF_007197775.1	Bacteria	2594005	3842736	3.664718628
GCF_001806325.1	Bacteria	1905847	3843469	3.665417671
GCF_000022305.1	Bacteria	721785	3844084	3.666004181
GCF_002407185.1	Bacteria	2017484	3844192	3.666107178
GCF_003687415.1	Bacteria	37929	3845465	3.667321205
GCF_002173515.1	Bacteria	33995	3845726	3.667570114
GCF_000060345.1	Bacteria	411153	3846009	3.667840004
GCF_000286435.2	Bacteria	582	3847103	3.668883324
GCF_009665395.1	Bacteria	675	3847201	3.668976784
GCF_011064265.1	Bacteria	935222	3847242	3.669015884
GCF_014784055.1	Bacteria	1888915	3848217	3.669945717
GCF_000828635.1	Bacteria	748811	3850253	3.671887398
GCF_001687565.2	Bacteria	161360	3852417	3.673951149
GCF_006351925.1	Bacteria	1716543	3852851	3.674365044
GCF_000746025.2	Bacteria	1712410	3853070	3.674573898
GCF_009363755.1	Bacteria	2587844	3854397	3.675839424
GCF_000236665.1	Bacteria	146939	3854622	3.676054001
GCF_001761365.1	Bacteria	1774273	3857007	3.678328514
GCF_002872415.1	Bacteria	960	3858020	3.679294586
GCF_000828715.1	Bacteria	754409	3859184	3.680404663
GCF_001761405.1	Bacteria	93378	3859379	3.68059063
GCF_001704615.3	Bacteria	1871111	3860722	3.681871414
GCF_003999335.1	Bacteria	1703	3862150	3.683233261
GCF_014680125.1	Bacteria	1963023	3863741	3.684750557
GCF_001544015.1	Bacteria	1555112	3864818	3.685777664
GCF_009707465.1	Bacteria	2675225	3866132	3.687030792
GCF_001688625.2	Bacteria	292800	3866276	3.687168121
GCF_001634265.1	Bacteria	1490052	3867279	3.688124657
GCF_013334205.1	Bacteria	2741720	3868193	3.688996315
GCF_003856715.1	Bacteria	2048898	3868280	3.689079285
GCF_001558875.2	Bacteria	1353	3869426	3.690172195
GCF_009363855.1	Bacteria	2651334	3870900	3.691577911
GCF_002356155.1	Bacteria	1938334	3870914	3.691591263
GCF_004000565.1	Bacteria	82380	3872173	3.692791939
GCF_011764585.1	Bacteria	2715678	3874205	3.694729805
GCF_001636295.1	Bacteria	372663	3874872	3.695365906
GCF_009740915.1	Bacteria	912801	3875748	3.696201324
GCF_004564355.1	Bacteria	2541726	3876201	3.696633339
GCF_004101925.1	Bacteria	293389	3877407	3.69778347
GCF_011751885.2	Bacteria	2708338	3879195	3.69948864
GCF_000024965.1	Bacteria	186189	3879427	3.699709892
GCF_004564135.1	Bacteria	2560057	3880543	3.700774193
GCF_008281175.1	Bacteria	89153	3881739	3.701914787
GCF_000091565.1	Bacteria	552	3881866	3.702035904
GCF_001971705.1	Archaea	588898	3884089	3.704155922
GCF_001278845.1	Bacteria	712122	3884451	3.704501152
GCF_012584515.1	Bacteria	37448	3885741	3.705731392
GCF_002865585.1	Bacteria	2045452	3888876	3.708721161
GCF_001696615.3	Bacteria	1879049	3889489	3.709305763
GCF_003096015.2	Bacteria	2172103	3889872	3.709671021
GCF_000725285.1	Bacteria	403957	3890031	3.709822655
GCF_003569745.1	Bacteria	2060312	3890135	3.709921837
GCF_000224085.1	Bacteria	111501	3890518	3.710287094
GCF_000024665.1	Bacteria	833	3890747	3.710505486
GCF_013374795.1	Bacteria	2743575	3891238	3.71097374
GCF_900289045.1	Bacteria	75385	3892816	3.712478638
GCF_014725735.1	Bacteria	2771012	3892827	3.712489128
GCF_004135345.1	Bacteria	2509459	3896901	3.716374397
GCF_014263395.1	Bacteria	2749040	3897403	3.716853142
GCF_000026085.1	Bacteria	166935	3898578	3.717973709
GCF_001857965.1	Bacteria	1306519	3899433	3.718789101
GCF_000186885.1	Bacteria	894	3900085	3.719410896
GCF_000087965.2	Bacteria	29447	3900748	3.720043182
GCF_001618505.2	Bacteria	1117645	3901703	3.720953941
GCF_008195825.1	Bacteria	2605747	3902283	3.721507072
GCF_000020685.1	Bacteria	310783	3903786	3.722940445
GCF_000214355.1	Bacteria	150829	3903928	3.723075867
GCF_000348565.1	Bacteria	1263550	3905314	3.724397659
GCF_006547045.1	Bacteria	2591633	3905369	3.724450111
GCF_001307805.1	Bacteria	1472767	3906592	3.725616455
GCF_011057975.1	Bacteria	2711215	3907798	3.726766586
GCF_004135385.1	Bacteria	2509457	3908301	3.727246284
GCF_009846525.1	Bacteria	29570	3908410	3.727350235
GCF_001831495.1	Bacteria	1763536	3910015	3.728880882
GCF_000191145.1	Bacteria	48296	3910881	3.729706764
GCF_004751985.1	Bacteria	2552942	3911258	3.730066299
GCF_001028705.1	Bacteria	1348774	3912097	3.730866432
GCF_001750105.1	Bacteria	1769779	3912689	3.731431007
GCF_900637755.1	Bacteria	158850	3912785	3.73152256
GCF_009792355.1	Bacteria	2686094	3913153	3.731873512
GCF_014489575.1	Bacteria	1285901	3913185	3.73190403
GCF_003347035.1	Bacteria	2282656	3914123	3.732798576
GCF_003716855.1	Bacteria	511	3915215	3.733839989
GCF_000153165.2	Bacteria	313603	3916712	3.735267639
GCF_001999965.1	Bacteria	1851148	3916778	3.735330582
GCF_001634305.1	Bacteria	1490057	3917559	3.736075401
GCF_000021865.1	Bacteria	1061	3920460	3.73884201
GCF_002887275.1	Bacteria	238	3921605	3.739933968
GCF_001295365.1	Bacteria	1426	3921625	3.739953041
GCF_009665235.1	Bacteria	28172	3924300	3.74250412
GCF_000772125.1	Bacteria	1423	3924798	3.74297905
GCF_000284415.1	Bacteria	1084	3924815	3.742995262
GCF_000013965.1	Bacteria	174	3924885	3.743062019
GCF_003609815.1	Bacteria	1874061	3925593	3.743737221
GCF_003952345.1	Bacteria	2496266	3925909	3.744038582
GCF_014337235.1	Bacteria	2764325	3927606	3.745656967
GCF_001593605.1	Bacteria	1727163	3931197	3.749081612
GCF_000284115.1	Bacteria	547188	3933093	3.750889778
GCF_008001235.1	Bacteria	2583823	3935395	3.753085136
GCF_002850555.1	Bacteria	2057791	3938613	3.75615406
GCF_000223905.1	Archaea	51589	3938865	3.756394386
GCF_003047165.1	Bacteria	2093834	3948055	3.765158653
GCF_001870665.2	Bacteria	441209	3948243	3.765337944
GCF_000214215.1	Bacteria	936476	3948755	3.765826225
GCF_014235785.1	Bacteria	2760090	3948763	3.765833855
GCF_014717515.1	Bacteria	1530123	3949452	3.766490936
GCF_003008535.1	Bacteria	2109914	3949847	3.766867638
GCF_003096095.1	Bacteria	139021	3953819	3.770655632
GCF_000306765.2	Archaea	2252	3953825	3.770661354
GCF_004328665.1	Bacteria	1390185	3954213	3.77103138
GCF_013000985.1	Bacteria	2730360	3954677	3.771473885
GCF_004798685.1	Bacteria	2566013	3958298	3.774927139
GCF_009762795.1	Bacteria	2678688	3958899	3.775500298
GCF_011046485.1	Bacteria	2567934	3959025	3.775620461
GCF_013402795.1	Bacteria	343403	3959297	3.77587986
GCF_900537175.1	Bacteria	2305987	3959553	3.776124001
GCF_000166075.1	Bacteria	581103	3960976	3.777481079
GCF_003096075.1	Bacteria	546160	3961062	3.777563095
GCF_002849795.1	Bacteria	1177574	3962079	3.778532982
GCF_011617465.1	Bacteria	1496080	3962113	3.778565407
GCF_013389455.1	Bacteria	2748320	3962332	3.778774261
GCF_000970005.1	Archaea	1434102	3963073	3.779480934
GCF_000332115.1	Bacteria	328515	3963623	3.780005455
GCF_000017565.1	Bacteria	256618	3963744	3.78012085
GCF_000021325.1	Bacteria	33996	3964041	3.780404091
GCF_001878675.1	Bacteria	1482	3966918	3.783147812
GCF_000197735.1	Bacteria	256701	3967410	3.78361702
GCF_001190965.1	Archaea	35746	3967817	3.784005165
GCF_003351765.1	Bacteria	2283195	3967972	3.784152985
GCF_001611275.1	Bacteria	1823759	3973769	3.789681435
GCF_901472505.1	Bacteria	585	3973910	3.789815903
GCF_000209655.1	Bacteria	1007105	3973986	3.789888382
GCF_004526235.1	Bacteria	2557994	3975120	3.790969849
GCF_011764505.1	Bacteria	2708020	3976404	3.792194366
GCF_000969235.1	Bacteria	666	3977525	3.793263435
GCF_014083945.1	Bacteria	1617967	3977874	3.793596268
GCF_007855645.1	Bacteria	2599296	3977997	3.79371357
GCF_012572025.1	Bacteria	2585772	3978830	3.79450798
GCF_002113805.1	Bacteria	72361	3978991	3.794661522
GCF_002156705.1	Archaea	745377	3979769	3.795403481
GCF_004116975.1	Bacteria	183417	3979945	3.795571327
GCF_009363215.3	Bacteria	2035	3981283	3.796847343
GCF_002442575.1	Bacteria	115561	3982678	3.798177719
GCF_008935075.1	Bacteria	2651284	3983387	3.798853874
GCF_000800725.1	Bacteria	1578828	3983403	3.798869133
GCF_900520355.1	Bacteria	471	3983411	3.798876762
GCF_001997345.1	Bacteria	1332264	3983939	3.799380302
GCF_007197735.1	Bacteria	2594004	3984031	3.79946804
GCF_009762325.1	Bacteria	2494550	3984099	3.79953289
GCF_014211895.1	Bacteria	128785	3985471	3.800841331
GCF_001713355.1	Bacteria	1842540	3986476	3.801799774
GCF_004337635.1	Bacteria	76832	3987416	3.802696228
GCF_003609835.1	Bacteria	1914525	3987586	3.802858353
GCF_001971605.1	Bacteria	1390395	3987646	3.802915573
GCF_001617625.1	Bacteria	252514	3987712	3.802978516
GCF_004136295.1	Bacteria	2082386	3990467	3.805605888
GCF_000023225.1	Bacteria	899	3992007	3.807074547
GCF_005954745.1	Archaea	2583824	3992011	3.807078362
GCF_006542605.1	Bacteria	2547601	3992800	3.807830811
GCF_000018405.1	Bacteria	181663	3993530	3.808526993
GCF_000172995.2	Archaea	60847	3994274	3.809236526
GCF_003343305.1	Bacteria	160453	3994954	3.809885025
GCF_012427705.1	Bacteria	2609667	3995189	3.810109138
GCF_004551665.1	Bacteria	206506	3995202	3.810121536
GCF_000264945.2	Bacteria	332055	3995332	3.810245514
GCF_003352105.1	Bacteria	1389011	3996709	3.811558723
GCF_014303955.1	Bacteria	2721621	3996771	3.811617851
GCF_000230555.1	Bacteria	531813	3998389	3.813160896
GCF_003966715.1	Bacteria	2233851	3998815	3.813567162
GCF_003015225.1	Bacteria	2116702	4000927	3.815581322
GCF_000017685.1	Bacteria	172	4001151	3.815794945
GCF_000612685.1	Bacteria	75697	4002293	3.816884041
GCF_002407065.1	Bacteria	1331682	4002754	3.817323685
GCF_003812225.1	Bacteria	2420301	4002797	3.817364693
GCF_002847305.1	Bacteria	1529068	4004442	3.818933487
GCF_000010265.1	Bacteria	1534	4004913	3.819382668
GCF_001414055.1	Bacteria	69395	4006905	3.821282387
GCF_002504165.1	Bacteria	1411902	4006965	3.821339607
GCF_000165815.1	Bacteria	215689	4007523	3.821871758
GCF_001278055.1	Bacteria	1603606	4008184	3.822502136
GCF_002355415.1	Bacteria	1675686	4008376	3.822685242
GCF_002205495.2	Bacteria	1978566	4009521	3.823777199
GCF_001696605.3	Bacteria	1879050	4010679	3.824881554
GCF_013752535.1	Bacteria	2748865	4010870	3.825063705
GCF_002002905.1	Bacteria	1938604	4011833	3.825982094
GCF_001007875.1	Bacteria	1543721	4011978	3.826120377
GCF_012932215.1	Bacteria	1891787	4012325	3.826451302
GCF_009223885.1	Bacteria	1850374	4013045	3.827137947
GCF_003611275.1	Bacteria	1968541	4013064	3.827156067
GCF_000016725.1	Bacteria	524	4013270	3.827352524
GCF_005222245.1	Bacteria	2071621	4014501	3.828526497
GCF_001563225.1	Bacteria	1716143	4016237	3.830182076
GCF_002165305.2	Bacteria	2004646	4017494	3.831380844
GCF_000215085.1	Bacteria	1564	4018691	3.832522392
GCF_000981545.1	Bacteria	1608628	4019655	3.833441734
GCF_001499615.1	Bacteria	446692	4019736	3.833518982
GCF_009363575.1	Bacteria	2587852	4020904	3.834632874
GCF_004367585.1	Bacteria	417367	4022372	3.836032867
GCF_001545155.1	Bacteria	507626	4023396	3.83700943
GCF_014892695.1	Bacteria	218936	4023844	3.837436676
GCF_004683965.1	Bacteria	2518371	4024116	3.837696075
GCF_006874625.1	Bacteria	2220073	4025617	3.839127541
GCF_000830985.1	Bacteria	1420916	4025661	3.839169502
GCF_900478135.1	Bacteria	158841	4026063	3.839552879
GCF_009858175.1	Bacteria	2692425	4026673	3.840134621
GCF_014109825.1	Bacteria	2755562	4029548	3.842876434
GCF_009665255.1	Bacteria	1481663	4029786	3.843103409
GCF_004300825.1	Bacteria	1670830	4029995	3.843302727
GCF_011008975.1	Bacteria	2709781	4030599	3.843878746
GCF_002076935.1	Bacteria	1785128	4031565	3.844799995
GCF_000202635.1	Bacteria	2033	4031877	3.845097542
GCF_000815145.1	Bacteria	1446792	4031995	3.845210075
GCF_012844345.1	Bacteria	2726989	4033089	3.846253395
GCF_003096035.1	Bacteria	2175091	4033420	3.846569061
GCF_000313175.2	Bacteria	28183	4033604	3.846744537
GCF_000271325.1	Bacteria	76853	4034180	3.847293854
GCF_012295595.1	Bacteria	53501	4035684	3.84872818
GCF_008000935.1	Bacteria	2602769	4035746	3.848787308
GCF_002158905.1	Bacteria	245188	4037451	3.850413322
GCF_004102025.1	Bacteria	2057800	4038469	3.851384163
GCF_000284615.1	Bacteria	2743	4039441	3.852311134
GCF_009017495.1	Bacteria	2652443	4039745	3.852601051
GCF_002393505.1	Bacteria	126385	4040072	3.852912903
GCF_015240255.1	Bacteria	2161677	4041658	3.85442543
GCF_000706725.1	Bacteria	300825	4043040	3.855743408
GCF_000024985.1	Bacteria	2057	4043851	3.856516838
GCF_003660165.1	Bacteria	2319844	4044702	3.857328415
GCF_001310225.1	Bacteria	1736674	4044787	3.857409477
GCF_000020385.1	Bacteria	313985	4044931	3.857546806
GCF_009707285.1	Bacteria	2184581	4046269	3.858822823
GCF_013358405.1	Bacteria	2742145	4048587	3.86103344
GCF_001558255.2	Bacteria	673	4048588	3.861034393
