Assembly_accession	superkingdom	genomic_size	Tools
GCF_000524475.1	Bacteria	4.556073189	mOTUs2
GCF_900105385.1	Bacteria	6.501443863	mOTUs2
GCF_001189235.2	Bacteria	7.987062454	mOTUs2
GCF_000228725.2	Bacteria	5.159791946	mOTUs2
GCF_000244955.1	Bacteria	5.760432243	mOTUs2
GCF_001721685.1	Bacteria	3.459084511	mOTUs2
GCF_000413895.1	Bacteria	3.927794456	mOTUs2
GCF_000161835.1	Bacteria	3.36800766	mOTUs2
GCF_900156805.1	Bacteria	4.290349007	mOTUs2
GCF_900099965.1	Bacteria	11.4115696	mOTUs2
GCF_000318195.2	Bacteria	2.761221886	mOTUs2
GCF_001998885.1	Bacteria	2.283987045	mOTUs2
GCF_900142415.1	Bacteria	3.033205032	mOTUs2
GCF_001534665.1	Bacteria	0.808022499	mOTUs2
GCF_900115745.1	Bacteria	3.09223175	mOTUs2
GCF_900129565.1	Bacteria	4.743480682	mOTUs2
GCF_900167135.1	Bacteria	8.260948181	mOTUs2
GCF_001550055.1	Bacteria	3.887467384	mOTUs2
GCF_001050435.1	Bacteria	2.903429985	mOTUs2
GCF_000741525.1	Bacteria	1.98230648	mOTUs2
GCF_000741095.1	Bacteria	1.761049271	mOTUs2
GCF_000177335.1	Bacteria	2.486353874	mOTUs2
GCF_900101475.1	Bacteria	4.827764511	mOTUs2
GCF_000688615.1	Bacteria	4.82920742	mOTUs2
GCF_000304715.1	Bacteria	1.222222328	mOTUs2
GCF_900105715.1	Bacteria	3.240917206	mOTUs2
GCF_900067235.1	Bacteria	3.037442207	mOTUs2
GCF_900112705.1	Bacteria	3.202502251	mOTUs2
GCF_900104175.1	Bacteria	8.301021576	mOTUs2
GCF_000090875.1	Bacteria	2.430250168	mOTUs2
GCF_900111315.1	Bacteria	4.090338707	mOTUs2
GCF_001418105.1	Bacteria	4.026194572	mOTUs2
GCF_002104455.1	Bacteria	3.900717735	mOTUs2
GCF_900101815.1	Bacteria	4.689303398	mOTUs2
GCF_000757425.2	Bacteria	4.262108803	mOTUs2
GCF_900104965.1	Bacteria	3.919027328	mOTUs2
GCF_002005365.1	Bacteria	2.596078873	mOTUs2
GCF_001687545.1	Bacteria	2.502587318	mOTUs2
GCF_000384075.1	Bacteria	4.525978088	mOTUs2
GCF_000525975.1	Bacteria	3.11647892	mOTUs2
GCF_900105765.1	Bacteria	4.664491653	mOTUs2
GCF_000820045.1	Bacteria	4.386369705	mOTUs2
GCF_000333655.1	Bacteria	5.570554733	mOTUs2
GCF_900115185.1	Bacteria	3.202830315	mOTUs2
GCF_000348925.1	Bacteria	4.617778778	mOTUs2
GCF_000332875.2	Bacteria	2.682703972	mOTUs2
GCF_000389965.1	Bacteria	8.910618782	mOTUs2
GCF_000297055.2	Bacteria	3.106666565	mOTUs2
GCF_001939075.1	Bacteria	3.487906456	mOTUs2
GCF_004296535.1	Bacteria	0.212367058	mOTUs2
GCF_003351905.1	Bacteria	1.065721512	mOTUs2
GCF_900109725.1	Bacteria	3.592670441	mOTUs2
GCF_900115285.1	Bacteria	3.799181938	mOTUs2
GCF_000331105.1	Bacteria	6.698708534	mOTUs2
GCF_000023325.1	Bacteria	2.222978592	mOTUs2
GCF_001684965.1	Bacteria	4.883237839	mOTUs2
GCF_000442105.1	Bacteria	2.419970512	mOTUs2
GCF_900167945.1	Bacteria	6.508005142	mOTUs2
GCF_900107135.1	Bacteria	4.598692894	mOTUs2
GCF_001983175.1	Bacteria	6.297406197	mOTUs2
GCF_000582475.1	Bacteria	2.938831329	mOTUs2
GCF_000160135.1	Bacteria	2.585573196	mOTUs2
GCF_000163695.1	Bacteria	2.041773796	mOTUs2
GCF_900105165.1	Bacteria	5.807226181	mOTUs2
GCF_005096325.1	Bacteria	3.563958168	mOTUs2
GCF_001853345.1	Bacteria	4.755569458	mOTUs2
GCF_002117405.1	Bacteria	4.546147346	mOTUs2
GCF_000601455.1	Bacteria	2.807886124	mOTUs2
GCF_900115225.1	Bacteria	5.159741402	mOTUs2
GCF_004361925.1	Bacteria	5.168847084	mOTUs2
GCF_000934605.2	Bacteria	5.5390625	mOTUs2
GCF_001029105.3	Bacteria	5.535682678	mOTUs2
GCF_000755585.2	Bacteria	4.305009842	mOTUs2
GCF_000166415.1	Bacteria	2.523271561	mOTUs2
GCF_900110775.1	Bacteria	3.884519577	mOTUs2
GCF_000769915.1	Bacteria	3.675250053	mOTUs2
GCF_001854625.1	Bacteria	3.482812881	mOTUs2
GCF_900109555.1	Bacteria	3.74127388	mOTUs2
GCF_000014005.1	Bacteria	5.456037521	mOTUs2
GCF_000218445.1	Bacteria	2.832791328	mOTUs2
GCF_000218465.1	Bacteria	3.345450401	mOTUs2
GCF_000209425.1	Bacteria	2.633903503	mOTUs2
GCF_000218425.1	Bacteria	3.229342461	mOTUs2
GCF_000218405.2	Bacteria	7.44818306	mOTUs2
GCF_000242155.1	Bacteria	5.482463837	mOTUs2
GCF_000209445.1	Bacteria	2.748105049	mOTUs2
GCF_000185525.1	Bacteria	2.940969467	mOTUs2
GCF_900129885.1	Bacteria	5.451091766	mOTUs2
GCF_900107725.1	Bacteria	3.846356392	mOTUs2
GCF_900100355.1	Bacteria	3.540081024	mOTUs2
GCF_000626735.1	Bacteria	5.224287033	mOTUs2
GCF_000218385.1	Bacteria	3.12557888	mOTUs2
GCF_000191805.1	Bacteria	2.963196754	mOTUs2
GCF_000242195.1	Bacteria	4.263237	mOTUs2
GCF_000165065.1	Bacteria	4.339744568	mOTUs2
GCF_001185345.1	Bacteria	3.771382332	mOTUs2
GCF_900101885.1	Bacteria	8.447546959	mOTUs2
GCF_001431505.1	Bacteria	3.184576035	mOTUs2
GCF_001990485.1	Bacteria	1.712594032	mOTUs2
GCF_000684975.1	Bacteria	6.258288383	mOTUs2
GCF_001950325.1	Bacteria	2.316617966	mOTUs2
GCF_001598495.1	Bacteria	2.412590981	mOTUs2
GCF_001571005.1	Bacteria	3.718716621	mOTUs2
GCF_001514235.1	Bacteria	9.943078041	mOTUs2
GCF_000225825.1	Bacteria	3.082443237	mOTUs2
GCF_900112365.1	Bacteria	8.226630211	mOTUs2
GCF_000296815.2	Bacteria	7.365775108	mOTUs2
GCF_000746085.1	Bacteria	3.838145256	mOTUs2
GCF_001482305.1	Bacteria	3.440304756	mOTUs2
GCF_000350525.1	Bacteria	3.078206062	mOTUs2
GCF_007677905.1	Bacteria	8.09428215	mOTUs2
GCF_001050515.1	Bacteria	3.797459602	mOTUs2
GCF_000294775.2	Bacteria	5.647537231	mOTUs2
GCF_900119845.1	Bacteria	4.076864243	mOTUs2
GCF_001305515.1	Bacteria	6.262392998	mOTUs2
GCF_900104485.1	Bacteria	4.921664238	mOTUs2
GCF_000226215.1	Bacteria	3.240570068	mOTUs2
GCF_002095355.1	Bacteria	4.117926598	mOTUs2
GCF_000209405.1	Bacteria	3.013502121	mOTUs2
GCF_000185545.1	Bacteria	2.831320763	mOTUs2
GCF_000520995.1	Bacteria	5.864599228	mOTUs2
GCF_000230695.2	Bacteria	4.080182076	mOTUs2
GCF_000242895.2	Bacteria	4.649971008	mOTUs2
GCF_900108945.1	Bacteria	8.400172234	mOTUs2
GCF_001273835.1	Bacteria	4.024039268	mOTUs2
GCF_001483385.1	Bacteria	2.817923546	mOTUs2
GCF_000332235.1	Bacteria	4.116821289	mOTUs2
GCF_000576305.1	Bacteria	4.796252251	mOTUs2
GCF_000422505.1	Bacteria	6.533999443	mOTUs2
GCF_000441555.1	Bacteria	0.448990822	mOTUs2
GCF_001679725.1	Bacteria	4.201788902	mOTUs2
GCF_900111945.1	Bacteria	3.625926018	mOTUs2
GCF_900107015.1	Bacteria	3.458559036	mOTUs2
GCF_900102215.1	Bacteria	5.090429306	mOTUs2
GCF_000331975.1	Bacteria	0.254437447	mOTUs2
GCF_000234115.1	Bacteria	2.507096291	mOTUs2
GCF_000413315.1	Bacteria	2.617999077	mOTUs2
GCF_000187125.1	Bacteria	2.136944771	mOTUs2
GCF_000214475.1	Bacteria	1.503108025	mOTUs2
GCF_000403355.2	Bacteria	2.854463577	mOTUs2
GCF_000403195.1	Bacteria	5.278141022	mOTUs2
GCF_000304335.1	Bacteria	3.821596146	mOTUs2
GCF_000689375.1	Bacteria	0.978919983	mOTUs2
GCF_900110555.1	Bacteria	4.710608482	mOTUs2
GCF_001544075.1	Bacteria	4.557732582	mOTUs2
GCF_000513475.1	Bacteria	1.080013275	mOTUs2
GCF_000226135.1	Bacteria	5.908463478	mOTUs2
GCF_001579845.1	Bacteria	7.912035942	mOTUs2
GCF_900101785.1	Bacteria	4.308362007	mOTUs2
GCF_000975115.1	Bacteria	2.533976555	mOTUs2
GCF_000975135.1	Bacteria	2.477939606	mOTUs2
GCF_000975155.1	Bacteria	2.532846451	mOTUs2
GCF_003966755.1	Bacteria	1.525466919	mOTUs2
GCF_000257395.1	Bacteria	1.669029236	mOTUs2
GCF_001431645.1	Bacteria	3.802400589	mOTUs2
GCF_001436605.1	Bacteria	1.247297287	mOTUs2
GCF_000832015.1	Bacteria	4.046843529	mOTUs2
GCF_001767395.1	Bacteria	4.291602135	mOTUs2
GCF_001077885.1	Bacteria	5.343245506	mOTUs2
GCF_002979665.1	Bacteria	4.840236664	mOTUs2
GCF_001420915.1	Bacteria	4.264710426	mOTUs2
GCF_001618385.1	Bacteria	3.539128304	mOTUs2
GCF_000521215.1	Bacteria	7.371982574	mOTUs2
GCF_900142055.1	Bacteria	2.750021935	mOTUs2
GCF_900116225.1	Bacteria	3.71402359	mOTUs2
GCF_000332815.1	Bacteria	4.252883911	mOTUs2
GCF_900091615.1	Bacteria	6.300011635	mOTUs2
GCF_900100395.1	Bacteria	7.990487099	mOTUs2
GCF_000966285.1	Bacteria	6.647566795	mOTUs2
GCF_001636565.1	Bacteria	6.402485847	mOTUs2
GCF_000971975.1	Bacteria	7.24793148	mOTUs2
GCF_900115015.1	Bacteria	3.15725708	mOTUs2
GCF_900104705.1	Bacteria	2.677974701	mOTUs2
GCF_000163555.2	Bacteria	1.19489193	mOTUs2
GCF_001112925.1	Bacteria	4.004734039	mOTUs2
GCF_000383095.1	Bacteria	3.779049873	mOTUs2
GCF_000222125.1	Bacteria	4.633368492	mOTUs2
GCF_000496305.1	Bacteria	4.605072975	mOTUs2
GCF_900103275.1	Bacteria	3.04860878	mOTUs2
GCF_002150585.1	Bacteria	4.531176567	mOTUs2
GCF_001202025.1	Bacteria	3.695399284	mOTUs2
GCF_001403875.1	Bacteria	5.721187592	mOTUs2
GCF_001636545.1	Bacteria	2.044371605	mOTUs2
GCF_001570545.1	Bacteria	8.76391983	mOTUs2
GCF_900167975.1	Bacteria	6.9926548	mOTUs2
GCF_000763805.1	Bacteria	3.256698608	mOTUs2
GCF_000732195.1	Bacteria	6.132458687	mOTUs2
GCF_001613545.1	Bacteria	4.588586807	mOTUs2
GCF_000614125.1	Bacteria	4.728090286	mOTUs2
GCF_001698205.1	Bacteria	2.906032562	mOTUs2
GCF_900176375.1	Bacteria	4.550096512	mOTUs2
GCF_000284335.1	Bacteria	1.504556656	mOTUs2
GCF_000330845.1	Bacteria	4.598407745	mOTUs2
GCF_001038425.2	Bacteria	3.278255463	mOTUs2
GCF_001890925.1	Bacteria	3.987420082	mOTUs2
GCF_000709085.1	Bacteria	2.956068039	mOTUs2
GCF_000934755.1	Bacteria	4.659485817	mOTUs2
GCF_001673235.1	Bacteria	5.09453392	mOTUs2
GCF_000165125.1	Bacteria	4.270543098	mOTUs2
GCF_001312005.1	Bacteria	4.813390732	mOTUs2
GCF_001270745.1	Bacteria	7.023230553	mOTUs2
GCF_900099675.1	Bacteria	2.869580269	mOTUs2
GCF_000826545.1	Bacteria	11.34965801	mOTUs2
GCF_000812825.1	Bacteria	4.027460098	mOTUs2
GCF_000213295.2	Bacteria	2.46331501	mOTUs2
GCF_000802425.1	Bacteria	3.637887001	mOTUs2
GCF_001192875.1	Bacteria	2.010986328	mOTUs2
GCF_001748245.1	Bacteria	7.308777809	mOTUs2
GCF_001047135.2	Bacteria	1.637136459	mOTUs2
GCF_000219645.1	Bacteria	4.187287331	mOTUs2
GCF_000818395.1	Bacteria	5.20216465	mOTUs2
GCF_900143515.1	Bacteria	7.492868423	mOTUs2
GCF_000262465.1	Bacteria	7.329761505	mOTUs2
GCF_000192225.1	Bacteria	2.463571548	mOTUs2
GCF_001636945.1	Bacteria	8.887307167	mOTUs2
GCF_000195595.1	Bacteria	3.034296989	mOTUs2
GCF_001278845.1	Bacteria	3.704501152	mOTUs2
GCF_000220835.1	Bacteria	2.732000351	mOTUs2
GCF_000466335.1	Bacteria	1.951750755	mOTUs2
GCF_000411555.1	Bacteria	1.608458519	mOTUs2
GCF_000466405.1	Bacteria	1.884080887	mOTUs2
GCF_000318295.1	Bacteria	3.119533539	mOTUs2
GCF_000318275.2	Bacteria	2.57453537	mOTUs2
GCF_000235465.1	Bacteria	2.033876419	mOTUs2
GCF_001274535.1	Bacteria	2.360862732	mOTUs2
GCF_000469505.1	Bacteria	2.234271049	mOTUs2
GCF_000318235.2	Bacteria	2.288462639	mOTUs2
GCF_001189515.2	Bacteria	3.103093147	mOTUs2
GCF_000221565.1	Bacteria	1.883563995	mOTUs2
GCF_000467855.2	Bacteria	2.08767128	mOTUs2
GCF_000257925.1	Bacteria	2.852004051	mOTUs2
GCF_000318095.2	Bacteria	2.467375755	mOTUs2
GCF_001683335.1	Bacteria	2.786810875	mOTUs2
GCF_000318175.2	Bacteria	2.305538177	mOTUs2
GCF_000235485.1	Bacteria	1.787365913	mOTUs2
GCF_001717525.2	Bacteria	2.871301651	mOTUs2
GCF_000466165.1	Bacteria	2.291668892	mOTUs2
GCF_000242315.1	Bacteria	2.854290009	mOTUs2
GCF_003043955.1	Bacteria	2.155831337	mOTUs2
GCF_000209465.1	Bacteria	3.181808472	mOTUs2
GCF_000223315.1	Bacteria	1.432619095	mOTUs2
GCF_900156725.1	Bacteria	2.94154644	mOTUs2
GCF_000025125.1	Bacteria	1.394212723	mOTUs2
GCF_900156615.1	Bacteria	3.412863731	mOTUs2
GCF_900089525.1	Bacteria	1.074037552	mOTUs2
GCF_002117105.1	Bacteria	4.318301201	mOTUs2
GCF_000261485.1	Bacteria	5.779348373	mOTUs2
GCF_000145215.1	Bacteria	2.44528389	mOTUs2
GCF_001417795.1	Bacteria	7.557492256	mOTUs2
GCF_000829235.1	Bacteria	2.698285103	mOTUs2
GCF_000300515.1	Bacteria	4.827033997	mOTUs2
GCF_000022305.1	Bacteria	3.666004181	mOTUs2
GCF_001440475.1	Bacteria	8.527099609	mOTUs2
GCF_000287015.2	Bacteria	4.225122452	mOTUs2
GCF_000971275.1	Bacteria	4.385725021	mOTUs2
GCF_900105535.1	Bacteria	4.305846214	mOTUs2
GCF_001748285.1	Bacteria	5.376069069	mOTUs2
GCF_000613805.1	Bacteria	3.320261955	mOTUs2
GCF_900142725.1	Bacteria	4.967031479	mOTUs2
GCF_900112575.1	Bacteria	5.835764885	mOTUs2
GCF_000209385.2	Bacteria	2.142786026	mOTUs2
GCF_000192845.1	Bacteria	6.012243271	mOTUs2
GCF_000179775.1	Bacteria	3.607329369	mOTUs2
GCF_000148725.1	Bacteria	5.503251076	mOTUs2
GCF_000299115.1	Bacteria	1.361668587	mOTUs2
GCF_000227505.1	Bacteria	2.642911911	mOTUs2
GCF_900113675.1	Bacteria	2.361335754	mOTUs2
GCF_900090105.1	Bacteria	6.436452866	mOTUs2
GCF_900167555.1	Bacteria	3.137807846	mOTUs2
GCF_900103955.1	Bacteria	3.650592804	mOTUs2
GCF_000247995.1	Bacteria	3.430770874	mOTUs2
GCF_000349945.1	Bacteria	5.618677139	mOTUs2
GCF_900112445.1	Bacteria	1.990117073	mOTUs2
GCF_000381945.1	Bacteria	2.830433846	mOTUs2
GCF_000828635.1	Bacteria	3.671887398	mOTUs2
GCF_002836395.1	Bacteria	4.443287849	mOTUs2
GCF_000227525.1	Bacteria	2.097394943	mOTUs2
GCF_000302595.1	Bacteria	4.084721565	mOTUs2
GCF_900112455.1	Bacteria	2.408740997	mOTUs2
GCF_000828715.1	Bacteria	3.680404663	mOTUs2
GCF_001029435.1	Bacteria	5.096938133	mOTUs2
GCF_000260985.4	Bacteria	3.029245377	mOTUs2
GCF_000260965.1	Bacteria	2.65097332	mOTUs2
GCF_001553115.1	Bacteria	1.776532173	mOTUs2
GCF_000244875.1	Bacteria	4.45506382	mOTUs2
GCF_001612615.1	Bacteria	7.392064095	mOTUs2
GCF_001574435.1	Bacteria	4.673163414	mOTUs2
GCF_000413875.1	Bacteria	3.078063965	mOTUs2
GCF_004366555.1	Bacteria	5.359969139	mOTUs2
GCF_900141985.1	Bacteria	6.932548523	mOTUs2
GCF_900114705.1	Bacteria	6.602106094	mOTUs2
GCF_000204195.1	Bacteria	5.342412949	mOTUs2
GCF_000222855.1	Bacteria	2.854969978	mOTUs2
GCF_000320345.1	Bacteria	1.306632996	mOTUs2
GCF_000220335.1	Bacteria	3.602654457	mOTUs2
GCF_001373515.1	Bacteria	5.941993713	mOTUs2
GCF_000741175.1	Bacteria	2.791074753	mOTUs2
GCF_000741715.1	Bacteria	2.694092751	mOTUs2
GCF_000741785.1	Bacteria	2.720264435	mOTUs2
GCF_000741165.1	Bacteria	3.145298958	mOTUs2
GCF_900106565.1	Bacteria	3.992653847	mOTUs2
GCF_001742285.1	Bacteria	3.68223381	mOTUs2
GCF_001636325.1	Bacteria	5.283665657	mOTUs2
GCF_000941055.1	Bacteria	3.190382957	mOTUs2
GCF_002105195.1	Bacteria	5.288179398	mOTUs2
GCF_000685015.1	Bacteria	8.35992527	mOTUs2
GCF_900106675.1	Bacteria	4.139912605	mOTUs2
GCF_000320365.1	Bacteria	2.013201714	mOTUs2
GCF_001730225.1	Bacteria	3.003720284	mOTUs2
GCF_000259095.1	Bacteria	4.454039574	mOTUs2
GCF_001483745.1	Bacteria	3.438329697	mOTUs2
GCF_000024465.1	Bacteria	2.658864975	mOTUs2
GCF_002101815.1	Bacteria	5.430874825	mOTUs2
GCF_000261005.1	Bacteria	6.103287697	mOTUs2
GCF_000242935.2	Bacteria	7.162592888	mOTUs2
GCF_001536285.1	Bacteria	9.21676445	mOTUs2
GCF_000272025.2	Bacteria	3.688487053	mOTUs2
GCF_000949635.1	Bacteria	3.936969757	mOTUs2
GCF_000220985.1	Bacteria	2.725977898	mOTUs2
GCF_000770305.1	Bacteria	4.597395897	mOTUs2
GCF_000238095.2	Bacteria	2.245445251	mOTUs2
GCF_000242235.1	Bacteria	2.234477997	mOTUs2
GCF_900105005.1	Bacteria	3.850814819	mOTUs2
GCF_900106795.1	Bacteria	3.41930294	mOTUs2
GCF_900109185.1	Bacteria	3.386231422	mOTUs2
GCF_001294205.1	Bacteria	4.76294136	mOTUs2
GCF_000472685.1	Bacteria	9.468881607	mOTUs2
GCF_001650345.1	Bacteria	4.876439095	mOTUs2
GCF_000315795.1	Bacteria	4.787215233	mOTUs2
GCF_001636345.1	Bacteria	4.42932415	mOTUs2
GCF_000299095.1	Bacteria	1.297045708	mOTUs2
GCF_001302585.1	Bacteria	11.35525608	mOTUs2
GCF_001046895.1	Bacteria	4.606990814	mOTUs2
GCF_001049495.1	Bacteria	3.285424232	mOTUs2
GCF_900100015.1	Bacteria	5.319058418	mOTUs2
GCF_000522985.1	Bacteria	7.222231865	mOTUs2
GCF_000373005.1	Bacteria	6.17345047	mOTUs2
GCF_000478365.1	Bacteria	5.582525253	mOTUs2
GCF_001187555.1	Bacteria	3.617873192	mOTUs2
GCF_000244995.1	Bacteria	5.408027649	mOTUs2
GCF_001906585.1	Bacteria	7.979496956	mOTUs2
GCF_000262405.1	Bacteria	6.840598106	mOTUs2
GCF_000309945.1	Bacteria	5.340307236	mOTUs2
GCF_000709345.1	Bacteria	5.104708672	mOTUs2
GCF_001435995.1	Bacteria	1.433140755	mOTUs2
GCF_900110965.1	Bacteria	2.632556915	mOTUs2
GCF_000516515.1	Bacteria	4.722791672	mOTUs2
GCF_001306145.1	Bacteria	2.90900135	mOTUs2
GCF_001950255.1	Bacteria	2.388822556	mOTUs2
GCF_900112595.1	Bacteria	3.5256567	mOTUs2
GCF_000179915.2	Bacteria	4.91998291	mOTUs2
GCF_900129685.1	Bacteria	3.173106194	mOTUs2
GCF_000698575.1	Bacteria	7.510890007	mOTUs2
GCF_900111875.1	Bacteria	3.498353958	mOTUs2
GCF_900116005.1	Bacteria	3.4364748	mOTUs2
GCF_900116065.1	Bacteria	2.895418167	mOTUs2
GCF_000297025.1	Bacteria	1.843546867	mOTUs2
GCF_001293545.1	Bacteria	3.471676826	mOTUs2
GCF_900110345.1	Bacteria	3.351774216	mOTUs2
GCF_001013305.1	Bacteria	2.737506866	mOTUs2
GCF_001550155.1	Bacteria	4.308328629	mOTUs2
GCF_000299875.1	Bacteria	4.188243866	mOTUs2
GCF_000214155.1	Bacteria	4.483966827	mOTUs2
GCF_001563765.1	Bacteria	5.136761665	mOTUs2
GCF_000204315.1	Bacteria	2.950382233	mOTUs2
GCF_000385335.1	Bacteria	4.089838982	mOTUs2
GCF_001418245.1	Bacteria	2.185623169	mOTUs2
GCF_900107575.1	Bacteria	2.862405777	mOTUs2
GCF_000686125.1	Bacteria	3.438831329	mOTUs2
GCF_000421005.1	Bacteria	2.958693504	mOTUs2
GCF_000701725.1	Bacteria	3.051225662	mOTUs2
GCF_000420925.1	Bacteria	2.644540787	mOTUs2
GCF_000424365.1	Bacteria	3.959394455	mOTUs2
GCF_000421045.1	Bacteria	3.119876862	mOTUs2
GCF_000935065.1	Bacteria	3.1362257	mOTUs2
GCF_001652565.1	Bacteria	7.102073669	mOTUs2
GCF_000341895.1	Bacteria	3.520715714	mOTUs2
GCF_001280945.1	Bacteria	4.736172676	mOTUs2
GCF_001037465.1	Bacteria	4.521641731	mOTUs2
GCF_000331535.1	Bacteria	6.524805069	mOTUs2
GCF_000736515.1	Bacteria	2.531585693	mOTUs2
GCF_000025225.2	Bacteria	1.747542381	mOTUs2
GCF_000255115.2	Bacteria	4.819684982	mOTUs2
GCF_001045445.1	Bacteria	4.261445045	mOTUs2
GCF_001938985.1	Bacteria	5.234144211	mOTUs2
GCF_001931535.1	Bacteria	15.48885441	mOTUs2
GCF_000829435.1	Bacteria	3.649168015	mOTUs2
GCF_002201795.1	Bacteria	4.611351013	mOTUs2
GCF_001730365.1	Bacteria	3.055630684	mOTUs2
GCF_001730285.1	Bacteria	3.463717461	mOTUs2
GCF_001689915.1	Bacteria	2.667253494	mOTUs2
GCF_000732625.1	Bacteria	3.104966164	mOTUs2
GCF_000751835.1	Bacteria	2.442152977	mOTUs2
GCF_900107595.1	Bacteria	2.583740234	mOTUs2
GCF_001440545.1	Bacteria	2.341555595	mOTUs2
GCF_000564855.1	Bacteria	7.297680855	mOTUs2
GCF_001029505.1	Bacteria	3.081079483	mOTUs2
GCF_001514305.1	Bacteria	10.41549492	mOTUs2
GCF_000238815.1	Bacteria	2.375331879	mOTUs2
GCF_900112355.1	Bacteria	6.263622284	mOTUs2
GCF_000007085.1	Bacteria	2.596980095	mOTUs2
GCF_000964595.1	Bacteria	1.059159279	mOTUs2
GCF_000455165.1	Bacteria	5.936876297	mOTUs2
GCF_900102005.1	Bacteria	2.821656227	mOTUs2
GCF_900115115.1	Bacteria	3.380173683	mOTUs2
GCF_000576635.1	Bacteria	7.614465714	mOTUs2
GCF_000768675.1	Bacteria	3.44618988	mOTUs2
GCF_000981765.1	Bacteria	2.409460068	mOTUs2
GCF_000807855.2	Bacteria	6.38484478	mOTUs2
GCF_000737325.1	Bacteria	9.972097397	mOTUs2
GCF_000332075.2	Bacteria	4.740324974	mOTUs2
GCF_000312525.1	Bacteria	1.989439964	mOTUs2
GCF_001458415.1	Bacteria	4.03592968	mOTUs2
GCF_900129485.1	Bacteria	3.354795456	mOTUs2
GCF_002934305.1	Bacteria	3.466174126	mOTUs2
GCF_002019635.1	Bacteria	5.213995934	mOTUs2
GCF_900113025.1	Bacteria	3.203896523	mOTUs2
GCF_002886255.1	Bacteria	4.541565895	mOTUs2
GCF_900111445.1	Bacteria	3.783586502	mOTUs2
GCF_900110815.1	Bacteria	1.991170883	mOTUs2
GCF_900109925.1	Bacteria	4.487937927	mOTUs2
GCF_900104555.1	Bacteria	4.627558708	mOTUs2
GCF_000831385.1	Bacteria	2.815662384	mOTUs2
GCF_001983995.1	Bacteria	3.97508049	mOTUs2
GCF_001953075.1	Bacteria	4.831586838	mOTUs2
GCF_001311785.1	Bacteria	2.344654083	mOTUs2
GCF_001436555.1	Bacteria	1.513913155	mOTUs2
GCF_001613445.1	Bacteria	6.301446915	mOTUs2
GCF_000257645.1	Bacteria	5.082416534	mOTUs2
GCF_900110025.1	Bacteria	3.830524445	mOTUs2
GCF_000472805.1	Bacteria	3.497880936	mOTUs2
GCF_001751345.1	Bacteria	6.676726341	mOTUs2
GCF_900112975.1	Bacteria	3.35478878	mOTUs2
GCF_000526635.1	Bacteria	4.098576546	mOTUs2
GCF_000568425.1	Bacteria	3.763443947	mOTUs2
GCF_000877395.1	Bacteria	3.966078758	mOTUs2
GCF_000518885.1	Bacteria	5.383395195	mOTUs2
GCF_000518985.1	Bacteria	4.543056488	mOTUs2
GCF_000472505.1	Bacteria	3.286056519	mOTUs2
GCF_000519005.1	Bacteria	4.598709106	mOTUs2
GCF_000177635.2	Bacteria	2.827684402	mOTUs2
GCF_000214215.1	Bacteria	3.765826225	mOTUs2
GCF_000278725.1	Bacteria	2.372084618	mOTUs2
GCF_000287695.1	Bacteria	2.568439484	mOTUs2
GCF_000286455.1	Bacteria	2.283762932	mOTUs2
GCF_001484625.1	Bacteria	6.805660248	mOTUs2
GCF_900176465.1	Bacteria	4.666600227	mOTUs2
GCF_000195205.1	Bacteria	4.444200516	mOTUs2
GCF_000209515.1	Bacteria	2.952580452	mOTUs2
GCF_001618145.1	Bacteria	3.983895302	mOTUs2
GCF_001435505.1	Bacteria	2.445105553	mOTUs2
GCF_000312505.2	Bacteria	1.651426315	mOTUs2
GCF_000308275.2	Bacteria	1.655254364	mOTUs2
GCF_000312365.2	Bacteria	2.188646317	mOTUs2
GCF_900101615.1	Bacteria	5.797506332	mOTUs2
GCF_000178955.2	Bacteria	6.023034096	mOTUs2
GCF_000178975.2	Bacteria	5.315074921	mOTUs2
GCF_000422205.1	Bacteria	3.782557487	mOTUs2
GCF_900177405.1	Bacteria	2.710841179	mOTUs2
GCF_001438845.1	Bacteria	2.897022247	mOTUs2
GCF_001436115.1	Bacteria	1.864507675	mOTUs2
GCF_001751375.1	Bacteria	6.385334015	mOTUs2
GCF_001618955.1	Bacteria	6.146430969	mOTUs2
GCF_000826655.1	Bacteria	3.821990013	mOTUs2
GCF_000472445.1	Bacteria	6.095920563	mOTUs2
GCF_000744435.1	Bacteria	1.657735825	mOTUs2
GCF_000526195.1	Bacteria	1.682465553	mOTUs2
GCF_000284235.1	Bacteria	2.846358299	mOTUs2
GCF_001434705.1	Bacteria	2.204874992	mOTUs2
GCF_000192435.1	Bacteria	4.115178108	mOTUs2
GCF_900089585.1	Bacteria	6.649255753	mOTUs2
GCF_002116905.1	Bacteria	6.17803669	mOTUs2
GCF_001602525.1	Bacteria	5.722686768	mOTUs2
GCF_900129725.1	Bacteria	8.070899963	mOTUs2
GCF_001468005.1	Bacteria	4.083690643	mOTUs2
GCF_000633455.1	Bacteria	6.483481407	mOTUs2
GCF_008375315.1	Bacteria	3.934037209	mOTUs2
GCF_000747155.1	Bacteria	2.95668602	mOTUs2
GCF_001853795.1	Bacteria	4.854038239	mOTUs2
GCF_000472525.1	Bacteria	7.431545258	mOTUs2
GCF_000473465.1	Bacteria	7.494824409	mOTUs2
